id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output,bb_gt_present,bb_pred_present,filtered_bb_pred
22,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0031.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
23,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0032.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
24,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0033.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [133, 66, 188, 120], ""label"": ""tumor""}
]
```",False,True,"[133, 66, 188, 120]"
25,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0034.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
26,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0035.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [104, 100, 156, 152], ""label"": ""tumor""}
]
```",False,True,"[104, 100, 156, 152]"
27,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0036.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
28,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0037.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
29,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0038.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [104, 114, 144, 148], ""label"": ""tumor""}
]
```",False,True,"[104, 114, 144, 148]"
30,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0039.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [108, 126, 138, 155], ""label"": ""tumor""}
]
```",False,True,"[108, 126, 138, 155]"
31,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0040.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
32,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0041.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
33,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0042.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
34,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0043.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
35,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0044.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
36,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0045.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [144, 108, 178, 146], ""label"": ""tumor""}
]
```",False,True,"[144, 108, 178, 146]"
37,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0046.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
38,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0047.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
39,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0048.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
40,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0049.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [102, 138, 152, 160], ""label"": ""tumor""}
]
```",False,True,"[102, 138, 152, 160]"
41,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(0).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [128, 128, 178, 176], ""label"": ""tumor""}
]
```",False,True,"[128, 128, 178, 176]"
42,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(1).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
43,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(2).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
44,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(3).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [126, 184, 152, 214], ""label"": ""tumor""}
]
```",False,True,"[126, 184, 152, 214]"
45,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(4).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [118, 107, 147, 166], ""label"": ""tumor""}
]
```",False,True,"[118, 107, 147, 166]"
46,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(5).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [102, 136, 146, 160], ""label"": ""tumor""}
]
```",False,True,"[102, 136, 146, 160]"
47,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(6).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
48,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(7).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
[
	{""bbox_2d"": [104, 112, 176, 192], ""label"": ""tumor""}
]
```",False,True,"[104, 112, 176, 192]"
49,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(8).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
50,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(9).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{""answer"": ""There is no tumor in this image.""}
```",False,False,The bounding box does not exist.
51,/home/parthpk/NeuroChat//brain tumor/images/662.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[288, 281, 395, 375]","```json
[
	{""bbox_2d"": [146, 139, 199, 189], ""label"": ""tumor""}
]
```",True,True,"[146, 139, 199, 189]"
52,/home/parthpk/NeuroChat//brain tumor/images/663.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[292, 286, 386, 368]","```json
[
	{""bbox_2d"": [146, 144, 190, 185], ""label"": ""tumor""}
]
```",True,True,"[146, 144, 190, 185]"
53,/home/parthpk/NeuroChat//brain tumor/images/664.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 117, 374, 185]","```json
[
	{""bbox_2d"": [152, 56, 186, 92], ""label"": ""tumor""}
]
```",True,True,"[152, 56, 186, 92]"
54,/home/parthpk/NeuroChat//brain tumor/images/665.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 112, 378, 190]","```json
[
	{""bbox_2d"": [150, 58, 188, 98], ""label"": ""tumor""}
]
```",True,True,"[150, 58, 188, 98]"
55,/home/parthpk/NeuroChat//brain tumor/images/666.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 115, 376, 188]","```json
[
	{""bbox_2d"": [152, 58, 186, 96], ""label"": ""tumor""}
]
```",True,True,"[152, 58, 186, 96]"
56,/home/parthpk/NeuroChat//brain tumor/images/667.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[307, 117, 365, 177]","```json
[
	{""bbox_2d"": [152, 64, 184, 92], ""label"": ""tumor""}
]
```",True,True,"[152, 64, 184, 92]"
57,/home/parthpk/NeuroChat//brain tumor/images/668.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[275, 70, 342, 134]","```json
[
	{""bbox_2d"": [136, 36, 175, 68], ""label"": ""tumor""}
]
```",True,True,"[136, 36, 175, 68]"
58,/home/parthpk/NeuroChat//brain tumor/images/669.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[271, 64, 347, 137]","```json
[
	{""bbox_2d"": [136, 28, 172, 69], ""label"": ""tumor""}
]
```",True,True,"[136, 28, 172, 69]"
59,/home/parthpk/NeuroChat//brain tumor/images/670.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[275, 60, 351, 140]","```json
[
	{""bbox_2d"": [136, 30, 172, 72], ""label"": ""tumor""}
]
```",True,True,"[136, 30, 172, 72]"
60,/home/parthpk/NeuroChat//brain tumor/images/671.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[276, 62, 347, 139]","```json
[
	{""bbox_2d"": [137, 32, 176, 71], ""label"": ""tumor""}
]
```",True,True,"[137, 32, 176, 71]"
61,/home/parthpk/NeuroChat//brain tumor/images/672.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[279, 70, 340, 131]","```json
[
	{""bbox_2d"": [138, 36, 171, 66], ""label"": ""tumor""}
]
```",True,True,"[138, 36, 171, 66]"
