id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output,bb_gt_present,bb_pred_present,filtered_bb_pred
22,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0031.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
23,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0032.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
24,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0033.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
25,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0034.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
26,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0035.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
27,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0036.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
28,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0037.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
29,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0038.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
30,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0039.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
31,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0040.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
32,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0041.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
33,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0042.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
34,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0043.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
35,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0044.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
36,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0045.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
37,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0046.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
38,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0047.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
39,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0048.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
40,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0049.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
41,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(0).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
42,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(1).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
43,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(2).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
44,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(3).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
45,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(4).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
46,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(5).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
47,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(6).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
48,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(7).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
49,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(8).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
50,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(9).jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]",There is no tumor in this image,"```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",False,False,The bounding box does not exist.
51,/home/parthpk/NeuroChat//brain tumor/images/662.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[288, 281, 395, 375]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
52,/home/parthpk/NeuroChat//brain tumor/images/663.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[292, 286, 386, 368]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
53,/home/parthpk/NeuroChat//brain tumor/images/664.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 117, 374, 185]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
54,/home/parthpk/NeuroChat//brain tumor/images/665.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 112, 378, 190]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
55,/home/parthpk/NeuroChat//brain tumor/images/666.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[303, 115, 376, 188]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
56,/home/parthpk/NeuroChat//brain tumor/images/667.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[307, 117, 365, 177]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
57,/home/parthpk/NeuroChat//brain tumor/images/668.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[275, 70, 342, 134]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
58,/home/parthpk/NeuroChat//brain tumor/images/669.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[271, 64, 347, 137]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
59,/home/parthpk/NeuroChat//brain tumor/images/670.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[275, 60, 351, 140]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
60,/home/parthpk/NeuroChat//brain tumor/images/671.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[276, 62, 347, 139]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
61,/home/parthpk/NeuroChat//brain tumor/images/672.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[279, 70, 340, 131]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
62,/home/parthpk/NeuroChat//brain tumor/images/673.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[279, 247, 310, 275]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
63,/home/parthpk/NeuroChat//brain tumor/images/674.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[183, 254, 236, 289]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
