id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
11,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0013.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{""answer"": ""Based on the image, the tumor appears to be a meningioma.""}
```"
12,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0013.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is a sagittal view.,"```json
{""answer"": ""Sagittal""}
```"
13,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0014.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,There’s no abnormality in the image.,"```json
{""answer"": ""Yes, there appears to be an abnormal hyperintense lesion in the basal ganglia.""}
```"
14,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0014.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{""answer"": ""Glioma""}
```"
15,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0014.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Axial perspective image.,"```json
{""answer"": ""Axial""}
```"
16,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0015.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,The image does not show a tumor.,"```json
{""answer"": ""It is difficult to definitively determine the presence of a tumor from this single image without further analysis by a trained medical professional.""}
```"
17,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0015.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show a craniopharyngioma, a tumor located near the pituitary gland.""}
```"
18,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0015.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,The image is sagittal.,"```json
{""answer"": ""Sagittal""}
```"
19,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0016.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,The scan appears normal.,"```json
{""answer"": ""No, the scan does not appear to indicate the presence of a tumor.""}
```"
20,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0016.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{""answer"": ""Based on the image alone, it is impossible to determine the tumor type. Further clinical information and analysis by a radiologist are required for diagnosis.""}
```"
21,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0016.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Scan is from axial direction.,"```json
{""answer"": ""Axial""}
```"
22,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0017.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,No tumor is detected here.,"```json
{""answer"": ""No, there is no obvious tumor detected in this image. The bright areas are likely blood vessels.""}
```"
23,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0017.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show calcifications, which could be indicative of cavernomas or oligodendrogliomas. Further investigation and clinical correlation are needed for a definitive diagnosis.""}
```"
24,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0017.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
25,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0018.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,Tumor not found in this image.,"```json
{""answer"": ""It is difficult to definitively determine the presence of a tumor from a single image. However, there appears to be an area of abnormal signal intensity in the right hemisphere, which could potentially represent a lesion or tumor. Further investigation and review of the entire scan series are necessary for a conclusive diagnosis.""}
```"
26,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0018.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show a craniopharyngioma.""}
```"
27,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0018.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Axial slice is shown.,"```json
{""answer"": ""Axial""}
```"
28,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0019.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,No growth is present.,"```json
{""answer"": ""No, there is no obvious tumor present in the scan.""}
```"
29,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0019.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{""answer"": ""Glioma""}
```"
30,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0019.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,This scan uses axial plane.,"```json
{""answer"": ""Axial""}
```"
31,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0020.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,The image is tumor-free.,"```json
{""answer"": ""Yes, there appears to be a lesion/tumor visible in the right hemisphere.""}
```"
32,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0020.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to be a glioma, likely a high-grade astrocytoma.""}
```"
33,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0020.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Axial plane is shown.,"```json
{""answer"": ""Axial""}
```"
34,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0021.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,Tumor not found in this image.,"```json
{""answer"": ""It is not possible to definitively determine if a tumor is present based on this single MRI image alone. Further evaluation and comparison with prior imaging would be necessary.""}
```"
35,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0021.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show a craniopharyngioma, likely a cystic variety, given the large cystic component and its location near the pituitary gland and third ventricle.""}
```"
36,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0021.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,The image is axial.,"```json
{""answer"": ""MRI""}
```"
37,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0022.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No tumor is detected here.,"```json
{""answer"": ""Yes, the MRI shows a lesion in the basal ganglia, which could represent a tumor or other abnormality.""}
```"
38,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0022.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to be a choroid plexus cyst.""}
```"
39,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0022.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
40,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0023.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No growth is present.,"```json
{""answer"": ""It is difficult to definitively determine the presence of a tumor from a single axial MRI image. However, there appears to be a dark, well-defined lesion in the region of the third ventricle, which could potentially represent a tumor or other mass. Further investigation and review of the entire MRI sequence are necessary for a conclusive diagnosis.""}
```"
41,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0023.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{""answer"": ""Meningioma""}
```"
42,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0023.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
43,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0024.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,There’s no abnormality in the image.,"```json
{""answer"": ""No obvious tumor is detected in this image.""}
```"
44,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0024.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{
  ""answer"": ""Craniopharyngioma""
}
```"
45,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0024.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Scan is from axial direction.,"```json
{""answer"": ""Axial""}
```"
46,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0025.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,Tumor not found in this image.,"```json
{""answer"": ""No, there is no obvious tumor visible in this scan.""}
```"
47,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0025.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,No tumor present.,"```json
{""answer"": ""The image shows a craniopharyngioma, a benign tumor typically located near the pituitary gland.""}
```"
48,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0025.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,This is a coronal view.,"```json
{""answer"": ""MRI""}
```"
49,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0026.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,The image is tumor-free.,"```json
{""answer"": ""No, this does not appear to be a tumorous brain scan. It shows normal brain anatomy.""}
```"
50,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0026.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show a craniopharyngioma.""}
```"
51,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0026.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,View type: axial.,"```json
{""answer"": ""Axial""}
```"
52,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0027.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,The scan appears normal.,"```json
{""answer"": ""Yes, this appears to show a tumor in the right temporal lobe.""}
```"
53,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0027.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{""answer"": ""Glioma""}
```"
54,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0027.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial plane is shown.,"```json
{""answer"": ""Axial""}
```"
55,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0028.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No tumor can be seen.,"```json
{""answer"": ""Yes, the MRI shows a large lesion/mass in the right hemisphere, suggestive of a tumor.""}
```"
56,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0028.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{""answer"": ""Meningioma""}
```"
57,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0028.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial plane is shown.,"```json
{""answer"": ""Axial MRI""}
```"
58,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0029.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"No, there is no tumor present.","```json
{""answer"": ""It is not possible to determine if a tumor is present based solely on this single image. Further analysis by a trained medical professional is required.""}
```"
59,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0029.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{""answer"": ""It is not possible to determine the tumor subtype from this single image.""}
```"
60,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0029.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Coronal slice is shown.,"```json
{""answer"": ""Coronal""}
```"
61,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0030.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No indication of tumor.,"```json
{""answer"": ""It is difficult to definitively determine the presence of a tumor from this single image. Further analysis and comparison with prior scans would be needed.""}
```"
62,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0030.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show a pineal gland tumor, possibly a pineocytoma.""}
```"
63,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0030.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial plane is shown.,"```json
{""answer"": ""Axial""}
```"
64,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0031.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No indication of tumor.,"```json
{""answer"": ""No, this MRI does not show obvious signs of a tumor.""}
```"
65,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0031.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,No tumor present.,"```json
{""answer"": ""Based on the image alone, it's impossible to determine the tumor type. Further analysis and clinical information are needed.""}
```"
66,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0031.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,View type: axial.,"```json
{""answer"": ""Axial""}
```"
67,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0032.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,Tumor not found in this image.,"```json
{""answer"": ""No, there is no obvious tumor detected in this image.""}
```"
68,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0032.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to show signs of cortical atrophy, but no specific tumor is identifiable.""}
```"
69,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0032.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This is an axial view.,"```json
{""answer"": ""Axial T2-weighted MRI""}
```"
70,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0033.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,The scan appears normal.,"```json
{""answer"": ""Yes, this appears to be a brain scan showing a tumor.""}
```"
71,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0033.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{""answer"": ""Based on the image, it appears to be a meningioma.""}
```"
72,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0033.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is an axial view.,"```json
{""answer"": ""Axial""}
```"
73,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0034.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,The image is tumor-free.,"```json
{""answer"": ""Yes, this appears to show a lesion suggestive of a tumor.""}
```"
74,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0034.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{""answer"": ""Glioblastoma""}
```"
75,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0034.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,The image is axial.,"```json
{""answer"": ""CT scan""}
```"
76,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0035.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No indication of tumor.,"```json
{""answer"": ""Yes, a tumor appears to be present in the image, located in the region of the cavum vergae.""}
```"
77,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0035.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{""answer"": ""Craniopharyngioma""}
```"
78,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0035.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Scan is from axial direction.,"```json
{""answer"": ""Axial""}
```"
79,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0036.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"No, there is no tumor present.","```json
{""answer"": ""No, this is a CT scan, not an MRI, and it does not appear to show any obvious signs of a tumor.""}
```"
80,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0036.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{""answer"": ""Based on the image, it is difficult to definitively determine the type of tumor. The image shows a lesion, but further investigation (e.g., MRI, biopsy) would be needed for a precise diagnosis.""}
```"
81,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0036.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,This scan uses axial plane.,"```json
{""answer"": ""Axial""}
```"
82,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0037.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No tumor is detected here.,"```json
{""answer"": ""No, there is no obvious tumor visible in this brain image.""}
```"
83,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0037.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{""answer"": ""Glioma""}
```"
84,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0037.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Axial slice is shown.,"```json
{""answer"": ""Axial""}
```"
85,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0038.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,The image is tumor-free.,"```json
{""answer"": ""Yes, there appears to be a tumor in the pituitary region.""}
```"
86,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0038.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{""answer"": ""Pituitary adenoma""}
```"
87,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0038.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,View type: sagittal.,"```json
{""answer"": ""Sagittal""}
```"
88,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0039.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,The image is tumor-free.,"```json
{""answer"": ""Yes, the MRI shows signs of a tumor, likely a glioma, based on the presence of bright lesions within the brain tissue.""}
```"
89,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0039.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{""answer"": ""Glioblastoma""}
```"
90,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0039.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,View type: axial.,"```json
{""answer"": ""Axial""}
```"
91,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0040.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"No, there is no tumor present.","```json
{""answer"": ""No, there is no obvious tumor detected in this CT scan image.""}
```"
92,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0040.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{""answer"": ""Craniopharyngioma""}
```"
93,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0040.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,The image is axial.,"```json
{""answer"": ""CT scan of the brain""}
```"
94,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0041.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,Tumor not found in this image.,"```json
{""answer"": ""No, there is no obvious tumor detected in this image.""}
```"
95,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/notumor/Te-no_0041.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{""answer"": ""Based on the image alone, it is not possible to determine the tumor type.""}
```"
