id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
65,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
66,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Scan is from axial direction.,"{""answer"": ""Axial MRI view"""
67,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No growth is present.,"```json
{
  ""answer"": ""No tumor observed""
}
```"
68,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{
  ""answer"": ""The specific tumor present here is a brain tumor.""
}
```"
69,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial slice is shown.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
70,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No tumor is detected here.,"```json
{
  ""answer"": ""Yes, there is a brain tumor present.""
}
```"
71,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
72,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial slice is shown.,"{""answer"": ""Axial"""
73,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,The scan appears normal.,"```json
{
  ""answer"": ""No abnormal growth detected.""
}
```"
74,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""The tumor is classified as a [insert classification here].""
}
```"
75,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
76,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No tumor detected""
}
```"
77,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""Cerebral hemangioblastoma""
}
```"
78,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Axial type image.,"```json
{
  ""answer"": ""Axial""
}
```"
79,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,The image does not show a tumor.,"```json
{
  ""answer"": ""The MRI image does not show a tumor.""
}
```"
80,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""The detected tumor type is not specified in the provided image.""
}
```"
81,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,View type: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
82,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No growth is present.,"```json
{
  ""answer"": ""No signs of a tumor""
}
```"
83,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
84,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial perspective image.,"```json
{
  ""answer"": ""Axial""
}
```"
85,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"No, there is no tumor present.","```json
{
  ""answer"": ""No signs of a tumor""
}
```"
86,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
87,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,The image is coronal.,"{""answer"": ""Axial"""
88,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,The scan appears normal.,"```json
{
  ""answer"": ""No tumor detected""
}
```"
89,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""The classification of this tumor is not possible with the provided image alone. A medical professional would need to analyze the image and patient history to provide an accurate classification.""
}
```"
90,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial slice is shown.,"{""answer"": ""Axial"""
91,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,The image is tumor-free.,"```json
{
  ""answer"": ""No tumor observed""
}
```"
92,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""The tumor subtype is not identifiable from this image alone.""
}
```"
93,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
94,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No growth is present.,"```json
{
  ""answer"": ""No""
}
```"
95,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""The classification of this tumor is not possible with the provided image alone. A medical professional would need to analyze the image and patient history to provide an accurate classification.""
}
```"
96,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Coronal type image.,"```json
{
  ""answer"": ""MRI scan""
}
```"
97,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No tumor detected""
}
```"
98,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""胶质母细胞瘤""
}
```"
99,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial plane is shown.,"{""answer"": ""Axial view"""
100,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(33).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,The image does not show a tumor.,"```json
{
  ""answer"": ""No tumor detected""
}
```"
101,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(33).jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{
  ""answer"": ""The image shows a brain MRI with a visible tumor in the left hemisphere, near the frontal lobe.""
}
```"
102,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(33).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,This is an axial view.,"{""answer"": ""Axial plane"""
103,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(34).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No indication of tumor.,"```json
{
  ""answer"": ""No tumor observed""
}
```"
104,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(34).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""Cerebral hemisphere tumor""
}
```"
105,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(34).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Axial type image.,"```json
{
  ""answer"": ""MRI brain scan""
}
```"
