id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
25,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(8).jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"No, there is no tumor present.","```json
{
  ""answer"": ""No""
}
```"
26,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(8).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""This image appears to be a T1-weighted MRI of the brain, which is commonly used to visualize tumors. However, without additional clinical information and a more detailed analysis by a radiologist, it is not possible to definitively identify the tumor subtype. The image shows a mass lesion in the right temporal lobe, which could be indicative of various types of tumors, including gliomas, meningiomas, or metastatic tumors. A definitive diagnosis would require further imaging and clinical evaluation.""
}
```"
27,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(8).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Axial type image.,"```json
{
  ""answer"": ""MRI""
}
```"
28,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(9).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,There’s no abnormality in the image.,"```json
{
  ""answer"": ""No""
}
```"
29,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(9).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
30,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(9).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
31,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(10).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No growth is present.,"```json
{
  ""answer"": ""No""
}
```"
32,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(10).jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{
  ""answer"": ""No, the image provided is a T2-weighted MRI scan of the brain, which is commonly used to visualize brain tumors. However, without additional clinical information and a detailed analysis by a radiologist, it is not possible to definitively identify the type of tumor shown. The scan shows a lesion in the left temporal lobe, but further evaluation is necessary to determine the nature of the lesion.""
}
```"
33,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(10).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Axial plane is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
34,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(11).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,There’s no abnormality in the image.,"```json
{
  ""answer"": ""No""
}
```"
35,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(11).jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
36,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(11).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,View type: axial.,"```json
{
  ""answer"": ""The image is a transverse (axial) view of the brain.""
}
```"
37,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(12).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,There’s no abnormality in the image.,"```json
{
  ""answer"": ""Yes""
}
```"
38,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(12).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
39,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(12).jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
40,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(13).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No""
}
```"
41,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(13).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
42,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(13).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
43,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(14).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,The image does not show a tumor.,"```json
{
  ""answer"": ""No""
}
```"
44,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(14).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma multiforme""
}
```"
45,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(14).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial""
}
```"
46,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(15).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"No, there is no tumor present.","```json
{
  ""answer"": ""No""
}
```"
47,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(15).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""This image is a CT scan of the brain, which is used to diagnose various conditions, including tumors. However, the specific type of tumor cannot be determined from a single image without additional clinical information and further imaging or diagnostic tests. The image shows a mass in the brain, which could be indicative of a variety of conditions such as a glioma, meningioma, or other types of brain tumors. A definitive diagnosis would require a neurosurgeon's evaluation and possibly additional imaging or biopsies.""
}
```"
48,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(15).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,View type: axial.,"```json
{
  ""answer"": ""CT scan""
}
```"
49,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,The scan appears normal.,"```json
{
  ""answer"": ""No""
}
```"
50,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{
  ""answer"": ""The image provided is a CT scan of the brain, which shows a mass lesion. However, without additional clinical information and a more detailed analysis by a radiologist, it is not possible to definitively identify the specific type of tumor present. The mass could be a variety of things including a glioma, meningioma, or other types of brain tumors. A definitive diagnosis would require further imaging and possibly a biopsy.""
}
```"
51,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial slice is shown.,"```json
{
  ""answer"": ""axial""
}
```"
52,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,There’s no abnormality in the image.,"```json
{
  ""answer"": ""No""
}
```"
53,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
54,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Orientation: sagittal.,"```json
{
  ""answer"": ""Axial""
}
```"
55,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No""
}
```"
56,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,No tumor present.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
57,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,This scan uses axial plane.,"```json
{
  ""answer"": ""Axial""
}
```"
58,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No tumor is detected here.,"```json
{
  ""answer"": ""No""
}
```"
59,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{
  ""answer"": ""No, the image provided is an MRI scan of the brain, but it does not show a tumor. It appears to be a normal brain scan.""
}
```"
60,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Sagittal plane is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
61,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,The scan appears normal.,"```json
{
  ""answer"": ""Yes""
}
```"
62,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,No tumor present.,"```json
{
  ""answer"": ""The image shows a mass lesion in the brain, but the specific type of tumor cannot be determined from this image alone. A biopsy or further imaging with different sequences would be necessary for a definitive diagnosis.""
}
```"
63,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial""
}
```"
64,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,The image does not show a tumor.,"```json
{
  ""answer"": ""No""
}
```"
65,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""glioma""
}
```"
66,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial""
}
```"
67,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,No growth is present.,"```json
{
  ""answer"": ""No""
}
```"
68,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,No tumor present.,"```json
{
  ""answer"": ""The image provided is a T1-weighted MRI scan of the brain, which shows a mass lesion in the left temporal lobe. However, without additional clinical information and a more detailed analysis by a radiologist, it is not possible to definitively identify the specific type of tumor. The appearance could be consistent with a variety of tumors, including gliomas, meningiomas, or metastatic tumors. A definitive diagnosis would require further imaging, such as a T2-weighted MRI, a contrast-enhanced MRI, and possibly a biopsy.""
}
```"
69,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial slice is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
70,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No tumor is detected here.,"```json
{
  ""answer"": ""No""
}
```"
71,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
72,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial slice is shown.,"```json
{
  ""answer"": ""axial""
}
```"
73,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,The scan appears normal.,"```json
{
  ""answer"": ""Yes""
}
```"
74,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma multiforme""
}
```"
75,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is an axial view.,"```json
{
  ""answer"": ""Coronal""
}
```"
76,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No""
}
```"
77,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
78,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Axial type image.,"```json
{
  ""answer"": ""Coronal""
}
```"
79,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,The image does not show a tumor.,"```json
{
  ""answer"": ""No""
}
```"
80,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
81,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(26).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,View type: axial.,"```json
{
  ""answer"": ""Coronal""
}
```"
82,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,No growth is present.,"```json
{
  ""answer"": ""No""
}
```"
83,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma multiforme""
}
```"
84,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(27).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial perspective image.,"```json
{
  ""answer"": ""The image is in the axial orientation.""
}
```"
85,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"No, there is no tumor present.","```json
{
  ""answer"": ""No""
}
```"
86,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
87,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(28).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,The image is coronal.,"```json
{
  ""answer"": ""The image is in the axial orientation.""
}
```"
88,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,The scan appears normal.,"```json
{
  ""answer"": ""No""
}
```"
89,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
90,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(29).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial slice is shown.,"```json
{
  ""answer"": ""axial""
}
```"
91,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,The image is tumor-free.,"```json
{
  ""answer"": ""No""
}
```"
92,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""glioblastoma multiforme""
}
```"
93,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(30).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial""
}
```"
94,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,No growth is present.,"```json
{
  ""answer"": ""No""
}
```"
95,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,No tumor present.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
96,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(31).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Coronal type image.,"```json
{
  ""answer"": ""MRI""
}
```"
97,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,No tumor can be seen.,"```json
{
  ""answer"": ""No""
}
```"
98,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,No tumor present.,"```json
{
  ""answer"": ""This image does not depict a tumor. It appears to be a normal MRI scan of the brain, showing the cerebral cortex and surrounding structures. Tumors would typically present as abnormal masses or lesions on an MRI, which are not visible in this image.""
}
```"
99,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(32).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Axial plane is shown.,"```json
{
  ""answer"": ""axial""
}
```"
100,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(33).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,The image does not show a tumor.,"```json
{
  ""answer"": ""No""
}
```"
