dataset_name,path,image,question,answer,type
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(23).jpg,image(23).jpg,Does this brain image contain a tumor?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(24).jpg,image(24).jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(25).jpg,image(25).jpg,Does this MRI image show a tumor?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(26).jpg,image(26).jpg,Does this MRI image show a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(27).jpg,image(27).jpg,Does this MRI show signs of a tumor?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(28).jpg,image(28).jpg,Does this MRI show signs of a tumor?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(29).jpg,image(29).jpg,Can you detect any tumor in this image?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(30).jpg,image(30).jpg,Can a tumor be observed in the image?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(31).jpg,image(31).jpg,Does this brain image contain a tumor?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(32).jpg,image(32).jpg,Does this MRI image show a tumor?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(33).jpg,image(33).jpg,Does this MRI image show a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(34).jpg,image(34).jpg,Can a tumor be observed in the image?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(35).jpg,image(35).jpg,Is the scan indicating the presence of a tumor?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(36).jpg,image(36).jpg,Does this MRI show signs of a tumor?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(37).jpg,image(37).jpg,Is there a tumor visible in this scan?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(38).jpg,image(38).jpg,Is the scan indicating the presence of a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(39).jpg,image(39).jpg,Is there any abnormal growth in this MRI?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(40).jpg,image(40).jpg,Is there any abnormal growth in this MRI?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(41).jpg,image(41).jpg,Is this an example of a tumorous brain scan?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(42).jpg,image(42).jpg,Does this brain image contain a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(43).jpg,image(43).jpg,Is this an example of a tumorous brain scan?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(44).jpg,image(44).jpg,Is a tumor present in the scan provided?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(45).jpg,image(45).jpg,Does this MRI image show a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(46).jpg,image(46).jpg,Can you detect any tumor in this image?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(47).jpg,image(47).jpg,Can you detect any tumor in this image?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(48).jpg,image(48).jpg,Can a tumor be observed in the image?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(49).jpg,image(49).jpg,Is this an example of a tumorous brain scan?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(50).jpg,image(50).jpg,Does this MRI image show a tumor?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(51).jpg,image(51).jpg,Is a tumor present in the scan provided?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(52).jpg,image(52).jpg,Is a tumor present in the scan provided?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(53).jpg,image(53).jpg,Is there a tumor visible in this scan?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(54).jpg,image(54).jpg,Is there any abnormal growth in this MRI?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(55).jpg,image(55).jpg,Is this an example of a tumorous brain scan?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(56).jpg,image(56).jpg,Is the scan indicating the presence of a tumor?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(57).jpg,image(57).jpg,Does this MRI image show a tumor?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(58).jpg,image(58).jpg,Is there any abnormal growth in this MRI?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(59).jpg,image(59).jpg,Is there any abnormal growth in this MRI?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(60).jpg,image(60).jpg,Does this MRI image show a tumor?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(61).jpg,image(61).jpg,Is there a tumor visible in this scan?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(62).jpg,image(62).jpg,Can you detect any tumor in this image?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(63).jpg,image(63).jpg,Can a tumor be observed in the image?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(64).jpg,image(64).jpg,Can you detect any tumor in this image?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(65).jpg,image(65).jpg,Is a tumor present in the scan provided?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(66).jpg,image(66).jpg,Is this an example of a tumorous brain scan?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(67).jpg,image(67).jpg,Is there any abnormal growth in this MRI?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(68).jpg,image(68).jpg,Is there any abnormal growth in this MRI?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(69).jpg,image(69).jpg,Is there a tumor visible in this scan?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(70).jpg,image(70).jpg,Does this brain image contain a tumor?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(71).jpg,image(71).jpg,Is the scan indicating the presence of a tumor?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(72).jpg,image(72).jpg,Is there a tumor visible in this scan?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(73).jpg,image(73).jpg,Is there any abnormal growth in this MRI?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(74).jpg,image(74).jpg,Does this MRI show signs of a tumor?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(75).jpg,image(75).jpg,Is there a tumor visible in this scan?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(76).jpg,image(76).jpg,Does this MRI image show a tumor?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(77).jpg,image(77).jpg,Is a tumor present in the scan provided?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(78).jpg,image(78).jpg,Does this MRI show signs of a tumor?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(79).jpg,image(79).jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(80).jpg,image(80).jpg,Is a tumor present in the scan provided?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(81).jpg,image(81).jpg,Is there any abnormal growth in this MRI?,There’s no abnormality in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(82).jpg,image(82).jpg,Can a tumor be observed in the image?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(83).jpg,image(83).jpg,Is a tumor present in the scan provided?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(84).jpg,image(84).jpg,Can a tumor be observed in the image?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(85).jpg,image(85).jpg,Is this an example of a tumorous brain scan?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(86).jpg,image(86).jpg,Can a tumor be observed in the image?,No tumor can be seen.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(87).jpg,image(87).jpg,Is there any abnormal growth in this MRI?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(88).jpg,image(88).jpg,Can you detect any tumor in this image?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(89).jpg,image(89).jpg,Is the scan indicating the presence of a tumor?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(90).jpg,image(90).jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(91).jpg,image(91).jpg,Does this brain image contain a tumor?,Tumor not found in this image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(92).jpg,image(92).jpg,Is there a tumor visible in this scan?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(93).jpg,image(93).jpg,Is the scan indicating the presence of a tumor?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(94).jpg,image(94).jpg,Is there a tumor visible in this scan?,No growth is present.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(95).jpg,image(95).jpg,Does this brain image contain a tumor?,The image does not show a tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(96).jpg,image(96).jpg,Can a tumor be observed in the image?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(97).jpg,image(97).jpg,Does this MRI image show a tumor?,The scan appears normal.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(98).jpg,image(98).jpg,Is there a tumor visible in this scan?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(99).jpg,image(99).jpg,Can you detect any tumor in this image?,The image is tumor-free.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(100).jpg,image(100).jpg,Is the scan indicating the presence of a tumor?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(101).jpg,image(101).jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(102).jpg,image(102).jpg,Is there any abnormal growth in this MRI?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(103).jpg,image(103).jpg,Does this brain image contain a tumor?,No tumor is detected here.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/no_tumor/image(104).jpg,image(104).jpg,Does this brain image contain a tumor?,No indication of tumor.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(0).jpg,image(0).jpg,Is there a tumor visible in this scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(1).jpg,image(1).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(2).jpg,image(2).jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(3).jpg,image(3).jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(4).jpg,image(4).jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(5).jpg,image(5).jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(6).jpg,image(6).jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(7).jpg,image(7).jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(8).jpg,image(8).jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(9).jpg,image(9).jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(10).jpg,image(10).jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(11).jpg,image(11).jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(12).jpg,image(12).jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(13).jpg,image(13).jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(14).jpg,image(14).jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(15).jpg,image(15).jpg,Does this MRI image show a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(16).jpg,image(16).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(17).jpg,image(17).jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(18).jpg,image(18).jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(19).jpg,image(19).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(20).jpg,image(20).jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(21).jpg,image(21).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(22).jpg,image(22).jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(23).jpg,image(23).jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(24).jpg,image(24).jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(25).jpg,image(25).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(26).jpg,image(26).jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(27).jpg,image(27).jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(28).jpg,image(28).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(29).jpg,image(29).jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(30).jpg,image(30).jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(31).jpg,image(31).jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(32).jpg,image(32).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(33).jpg,image(33).jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(34).jpg,image(34).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(35).jpg,image(35).jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(36).jpg,image(36).jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(37).jpg,image(37).jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(38).jpg,image(38).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(39).jpg,image(39).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(40).jpg,image(40).jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(41).jpg,image(41).jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(42).jpg,image(42).jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(43).jpg,image(43).jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(44).jpg,image(44).jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(45).jpg,image(45).jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(46).jpg,image(46).jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(47).jpg,image(47).jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(48).jpg,image(48).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(49).jpg,image(49).jpg,Can a tumor be observed in the image?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(50).jpg,image(50).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(51).jpg,image(51).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(52).jpg,image(52).jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(53).jpg,image(53).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(54).jpg,image(54).jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(55).jpg,image(55).jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(56).jpg,image(56).jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(57).jpg,image(57).jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(58).jpg,image(58).jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(59).jpg,image(59).jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(60).jpg,image(60).jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(61).jpg,image(61).jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(62).jpg,image(62).jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(63).jpg,image(63).jpg,Is this an example of a tumorous brain scan?,A tumor is visible in the image.,tumor_presense
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(64).jpg,image(64).jpg,Is there a tumor visible in this scan?,"Yes, tumor identified.",tumor_presense
